更新时间,经度,维度,飞行距离,飞行高度(dm)
2020-07-10 20:32:18.133000,121.41616177484224,31.175183272900473,1202,419.2850341796875
2020-07-10 20:32:18.235000,121.41616843957499,31.175170478385347,1202,420.8426208496094
2020-07-10 20:32:18.337000,121.41617523567986,31.175157863963097,1202,422.3871154785156
2020-07-10 20:32:18.439000,121.41618225607861,31.175145338232426,1202,423.9317626953125
2020-07-10 20:32:18.543000,121.41618947673977,31.17513282709261,1202,425.4833068847656
2020-07-10 20:32:18.646000,121.41619693258909,31.175120397557382,1203,427.03680419921875
2020-07-10 20:32:18.749000,121.41619693258909,31.175120397557382,1203,427.03680419921875
2020-07-10 20:32:18.852000,121.4162123137028,31.175095573713424,1203,430.1610107421875
2020-07-10 20:32:18.955000,121.4162205872636,31.175082570132144,1203,431.80731201171875
2020-07-10 20:32:19.058000,121.41623644420078,31.17505859432971,1203,434.87054443359375
2020-07-10 20:32:19.160000,121.41623644420078,31.17505859432971,1203,434.87054443359375
2020-07-10 20:32:19.262000,121.4162448754081,31.17504639814399,1203,436.4461669921875
2020-07-10 20:32:19.365000,121.416253448241,31.175034302426752,1203,438.01910400390625
2020-07-10 20:32:19.469000,121.41626267216701,31.17502171426805,1203,439.6711730957031
2020-07-10 20:32:19.571000,121.4162711802751,31.175010428343445,1203,441.1645202636719
2020-07-10 20:32:19.674000,121.41628035838109,31.17499867436495,1203,442.7363586425781
2020-07-10 20:32:19.777000,121.41628035838109,31.17499867436495,1203,442.7363586425781
2020-07-10 20:32:19.880000,121.41629900200965,31.174975504290547,1203,445.86431884765625
2020-07-10 20:32:19.984000,121.41629900200965,31.174975504290547,1203,445.86431884765625
2020-07-10 20:32:20.088000,121.41632768311021,31.17494128330858,1203,450.5468444824219
2020-07-10 20:32:20.189000,121.41632768311021,31.17494128330858,1203,450.5468444824219
2020-07-10 20:32:20.292000,121.41634725691756,31.174918981807124,1203,453.6480407714844
2020-07-10 20:32:20.393000,121.41634725691756,31.174918981807124,1203,453.6480407714844
2020-07-10 20:32:20.501000,121.41635700056456,31.174908048460185,1204,455.1768798828125
2020-07-10 20:32:20.601000,121.41637653015398,31.17488637561628,1204,458.2198791503906
2020-07-10 20:32:20.705000,121.41637653015398,31.17488637561628,1204,458.2198791503906
2020-07-10 20:32:20.807000,121.41638644458479,31.174875577130557,1204,459.7467956542969
2020-07-10 20:32:20.910000,121.41639631063215,31.17486497520454,1204,461.25372314453125
2020-07-10 20:32:21.012000,121.41641608822655,31.17484418385691,1205,464.2345275878906
2020-07-10 20:32:21.116000,121.4164261362724,31.17483383310209,1205,465.7306823730469
2020-07-10 20:32:21.218000,121.4164261362724,31.17483383310209,1205,465.7306823730469
2020-07-10 20:32:21.321000,121.41644641372174,31.17481317682412,1205,468.730224609375
2020-07-10 20:32:21.424000,121.41645717662428,31.1748023783384,1204,470.30828857421875
2020-07-10 20:32:21.526000,121.41646698018978,31.174792656658013,1204,471.73602294921875
2020-07-10 20:32:21.628000,121.41647734929631,31.174782423255383,1204,473.24200439453125
2020-07-10 20:32:21.732000,121.41647734929631,31.174782423255383,1204,473.24200439453125
2020-07-10 20:32:21.834000,121.4164877142374,31.17477226572522,1205,474.7413635253906
2020-07-10 20:32:21.937000,121.4165086094562,31.17475201548999,1204,477.74505615234375
2020-07-10 20:32:22.040000,121.41651918587436,31.17474187984611,1204,479.25592041015625
2020-07-10 20:32:22.143000,121.4165298065105,31.17473176838137,1204,480.767578125
2020-07-10 20:32:22.244000,121.41654049667773,31.174721658584154,1205,482.2835388183594
2020-07-10 20:32:22.351000,121.41655122689741,31.174711587348494,1205,483.7988586425781
2020-07-10 20:32:22.456000,121.41656203177493,31.174701511318695,1205,485.3193664550781
2020-07-10 20:32:22.559000,121.41657287510284,31.174691490525717,1205,486.8378601074219
2020-07-10 20:32:22.662000,121.41658378443722,31.17468150329171,1204,488.3578796386719
2020-07-10 20:32:22.765000,121.41658378443722,31.17468150329171,1204,488.3578796386719
2020-07-10 20:32:22.867000,121.41660565245068,31.174661630334384,1204,491.3929138183594
2020-07-10 20:32:22.971000,121.41661714302666,31.17465123955893,1204,492.9835205078125
2020-07-10 20:32:23.074000,121.4166385204773,31.174631996926678,1204,495.935546875
2020-07-10 20:32:23.176000,121.4166385204773,31.174631996926678,1204,495.935546875
2020-07-10 20:32:23.280000,121.41666085822625,31.174612092911666,1204,499.00390625
2020-07-10 20:32:23.384000,121.41666085822625,31.174612092911666,1204,499.00390625
2020-07-10 20:32:23.486000,121.41667195724919,31.174602302862688,1204,500.5205078125
2020-07-10 20:32:23.592000,121.4166829944311,31.174592629957456,1205,502.0236511230469
2020-07-10 20:32:23.695000,121.41669403481721,31.174583026463022,1205,503.5215148925781
2020-07-10 20:32:23.799000,121.41670509827354,31.174573439643854,1205,505.01959228515625
2020-07-10 20:32:23.904000,121.41672710951465,31.174554427964043,1205,507.9952087402344
2020-07-10 20:32:24.007000,121.4167379419483,31.174545073764843,1205,509.4594421386719
2020-07-10 20:32:24.110000,121.41674873849489,31.174535725401988,1204,510.9208068847656
2020-07-10 20:32:24.212000,121.41674873849489,31.174535725401988,1204,510.9208068847656
2020-07-10 20:32:24.318000,121.4167707673591,31.174516652232132,1204,513.9024658203125
2020-07-10 20:32:24.421000,121.41678190034654,31.17450701142679,1204,515.4094848632812
2020-07-10 20:32:24.523000,121.41679302051719,31.174497388338917,1204,516.9142456054688
2020-07-10 20:32:24.626000,121.41680418298326,31.174487742947875,1203,518.423583984375
